Time (ms),Membrane Potential (mV),Intracellular Ca2+ (mM),ATP,I_Kir61 (pA),I_TRPC1 (pA),I_CaCC (pA),I_CaL (pA),I_leak (pA),d_inf,f_inf
143.8143814381438,-85.78077945978639,2.796822155383441,4.4,0.3639816097387896,-0.02180534363943019,-0.34124729367385453,-5.746621552609119e-07,0.015775165567729545,2.6408675374626882e-05,0.997936813672819
143.9143914391439,-85.7825391326144,2.7959281437081303,4.4,0.3639253879038741,-0.021805519606712995,-0.34125961137628086,-5.745050519546002e-07,0.015771646222073513,2.640122940506668e-05,0.9979373130161543
144.014401440144,-85.78429124428216,2.7950382824967317,4.4,0.36386939270176377,-0.02180569481787977,-0.34127187615061233,-5.74348666280012e-07,0.015768141998738,2.6393817516023626e-05,0.9979378101060892
144.1144114411441,-85.78603582763823,2.794152556206338,4.4,0.36381362327774164,-0.02180586927621538,-0.3412840882267889,-5.741929947450278e-07,0.01576465283202586,2.6386439541071713e-05,0.9979383049533543
144.21442144214421,-85.78777291531634,2.793270949596027,4.4,0.36375807878195826,-0.02180604298498319,-0.3412962478332466,-5.740380338825191e-07,0.015761178656669643,2.6379095314979246e-05,0.997938797568605
144.31443144314431,-85.78950253973538,2.792393447726861,4.4,0.36370275836945304,-0.02180621594742509,-0.34130835519691755,-5.738837802502807e-07,0.01575771940783156,2.637178467370551e-05,0.997939287962421
144.41444144414442,-85.7912247330995,2.7915200359618897,4.4,0.3636476612001738,-0.021806388166761503,-0.34132041054323087,-5.737302304309634e-07,0.015754275021103326,2.6364507454397442e-05,0.9979397761453074
144.51445144514452,-85.79293952739788,2.7906506999661476,4.4,0.363592786439005,-0.02180655964619134,-0.3413324140961108,-5.735773810320238e-07,0.015750845432506565,2.63572634953872e-05,0.9979402621276932
144.61446144614462,-85.79464695440501,2.789785425706654,4.4,0.3635381332557807,-0.021806730388892057,-0.34134436607797874,-5.734252286856398e-07,0.0157474305784923,2.6350052636187977e-05,0.9979407459199336
144.71447144714472,-85.79634704568049,2.7889241994524143,4.4,0.3634837008253129,-0.021806900398019604,-0.34135626670975183,-5.732737700486625e-07,0.015744030395941338,2.6342874717491652e-05,0.9979412275323091
144.81448144814482,-85.79803983256907,2.7880670077744205,4.4,0.3634294883274103,-0.021807069676708462,-0.34136811621084323,-5.731230018025549e-07,0.01574064482216417,2.6335729581165777e-05,0.9979417069750249
144.91449144914492,-85.79972534620074,2.7872138375456488,4.4,0.36337549494689747,-0.02180723822807163,-0.3413799147991629,-5.729729206533171e-07,0.01573727379490083,2.632861707024991e-05,0.9979421842582124
145.01450145014502,-85.80140361749059,2.7863646759410603,4.4,0.36332171987363937,-0.021807406055200613,-0.3413916626911165,-5.728235233314394e-07,0.015733917252321136,2.6321537028953277e-05,0.9979426593919283
145.11451145114512,-85.80307467713894,2.785519510437604,4.4,0.3632681623025585,-0.02180757316116545,-0.3414033601016061,-5.726748065918318e-07,0.015730575133024446,2.631448930265135e-05,0.9979431323861561
145.21452145214522,-85.80473855563122,2.784678328814213,4.4,0.363214821433658,-0.021807739549014677,-0.34141500724402996,-5.725267672137703e-07,0.015727247376039883,2.6307473737883165e-05,0.9979436032508042
145.3145314531453,-85.8063952832381,2.7838411191518055,4.4,0.36316169647203966,-0.021807905221775368,-0.3414266043302825,-5.723794020008277e-07,0.015723933920826112,2.6300490182347985e-05,0.9979440719957081
145.4145414541454,-85.8080448900154,2.7830078698332863,4.4,0.36310878662792573,-0.021808070182453093,-0.3414381515707544,-5.722327077808261e-07,0.01572063470727153,2.6293538484902888e-05,0.9979445386306295
145.5145514551455,-85.80968740580408,2.7821785695435457,4.4,0.3630560911166784,-0.021808234434031962,-0.34144964917433274,-5.720866814057723e-07,0.015717349675694152,2.6286618495559657e-05,0.9979450031652558
145.6145614561456,-85.81132286023032,2.7813532072694587,4.4,0.3630036091588197,-0.02180839797947459,-0.3414610973484003,-5.719413197517965e-07,0.01571407876684168,2.6279730065481726e-05,0.9979454656092025
145.7145714571457,-85.81295128270544,2.780531772299887,4.4,0.3629513399800502,-0.021808560821722098,-0.3414724962988367,-5.717966197191022e-07,0.015710821921891438,2.627287304698174e-05,0.9979459259720107
145.8145814581458,-85.81457270242595,2.7797142542256763,4.4,0.3628992828112698,-0.02180872296369415,-0.34148384623001726,-5.716525782319042e-07,0.015707579082450424,2.6266047293518506e-05,0.9979463842631491
145.9145914591459,-85.81618714837354,2.778900642939659,4.4,0.36284743688859533,-0.021808884408288907,-0.3414951473448139,-5.715091922383678e-07,0.015704350190555234,2.625925265969402e-05,0.9979468404920128
146.014601460146,-85.81779464931505,2.7780909286366535,4.4,0.3627958014533824,-0.021809045158383063,-0.3415063998445944,-5.713664587105664e-07,0.015701135188672225,2.6252489001251325e-05,0.997947294667925
146.1146114611461,-85.8193952338025,2.7772851018134626,4.4,0.36274437575224133,-0.021809205216831804,-0.3415176039292231,-5.712243746444105e-07,0.015697934019697327,2.6245756175071107e-05,0.9979477468001355
