ggap,Ikir_coef,cm,K_o,I_app,Vm_0,Vm_1,Vm_2,Vm_3,Vm_4,Vm_5,Vm_6,Vm_7,Vm_8,Vm_9,Vm_10,Vm_11,Vm_12,Vm_13,Vm_14,Vm_15,Vm_16,Vm_17,Vm_18,Vm_19,Vm_20,Vm_21,Vm_22,Vm_23,Vm_24,Vm_25,Vm_26,Vm_27,Vm_28,Vm_29,Vm_30,Vm_31,Vm_32,Vm_33,Vm_34,Vm_35,Vm_36,Vm_37,Vm_38,Vm_39,Vm_40,Vm_41,Vm_42,Vm_43,Vm_44,Vm_45,Vm_46,Vm_47,Vm_48,Vm_49,Vm_50,Vm_51,Vm_52,Vm_53,Vm_54,Vm_55,Vm_56,Vm_57,Vm_58,Vm_59,Vm_60,Vm_61,Vm_62,Vm_63,Vm_64,Vm_65,Vm_66,Vm_67,Vm_68,Vm_69,Vm_70,Vm_71,Vm_72,Vm_73,Vm_74,Vm_75,Vm_76,Vm_77,Vm_78,Vm_79,Vm_80,Vm_81,Vm_82,Vm_83,Vm_84,Vm_85,Vm_86,Vm_87,Vm_88,Vm_89,Vm_90,Vm_91,Vm_92,Vm_93,Vm_94,Vm_95,Vm_96,Vm_97,Vm_98,Vm_99,Vm_100,Vm_101,Vm_102,Vm_103,Vm_104,Vm_105,Vm_106,Vm_107,Vm_108,Vm_109,Vm_110,Vm_111,Vm_112,Vm_113,Vm_114,Vm_115,Vm_116,Vm_117,Vm_118,Vm_119,Vm_120,Vm_121,Vm_122,Vm_123,Vm_124,Vm_125,Vm_126,Vm_127,Vm_128,Vm_129,Vm_130,Vm_131,Vm_132,Vm_133,Vm_134,Vm_135,Vm_136,Vm_137,Vm_138,Vm_139,Vm_140,Vm_141,Vm_142,Vm_143,Vm_144,Vm_145,Vm_146,Vm_147,Vm_148,Vm_149,Vm_150,Vm_151,Vm_152,Vm_153,Vm_154,Vm_155,Vm_156,Vm_157,Vm_158,Vm_159,Vm_160,Vm_161,Vm_162,Vm_163,Vm_164,Vm_165,Vm_166,Vm_167,Vm_168,Vm_169,Vm_170,Vm_171,Vm_172,Vm_173,Vm_174,Vm_175,Vm_176,Vm_177,Vm_178,Vm_179,Vm_180,Vm_181,Vm_182,Vm_183,Vm_184,Vm_185,Vm_186,Vm_187,Vm_188,Vm_189,Vm_190,Vm_191,Vm_192,Vm_193,Vm_194,Vm_195,Vm_196,Vm_197,Vm_198,Vm_199
11.3611,0.758147,9.7667,1.4539,59.2085,40,-22.1016,-23.8173,-25.1395,-26.1797,-26.998,-27.6419,-28.1484,-28.5469,-28.8604,-29.107,-29.3011,-29.4538,-29.5739,-29.6684,-29.7428,-29.8013,-29.8473,-29.8835,-29.912,-29.9344,-29.952,-29.9659,-29.9768,-29.9854,-29.9922,-29.9975,-30.0017,-30.005,-30.0076,-30.0096,-30.0112,-30.0125,-30.0135,-30.0142,-30.0148,-30.0153,-30.0157,-30.016,-30.0162,-30.0164,-30.0166,-30.0167,-30.0168,-30.0169,-30.0169,-30.017,-30.017,-30.017,-30.017,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171,-30.0171
28.1978,0.814963,12.8952,5.46602,-87.0461,-80,-21.751,-23.1552,-24.4397,-25.5645,-26.5512,-27.4184,-28.1818,-28.8549,-29.4494,-29.9753,-30.441,-30.854,-31.2206,-31.5465,-31.8364,-32.0946,-32.3247,-32.5299,-32.713,-32.8766,-33.0227,-33.1534,-33.2702,-33.3748,-33.4684,-33.5523,-33.6274,-33.6946,-33.7549,-33.809,-33.8575,-33.9009,-33.9399,-33.9749,-34.0063,-34.0344,-34.0597,-34.0824,-34.1027,-34.121,-34.1374,-34.1522,-34.1654,-34.1772,-34.1879,-34.1975,-34.2061,-34.2138,-34.2207,-34.227,-34.2325,-34.2376,-34.2421,-34.2461,-34.2498,-34.253,-34.256,-34.2586,-34.261,-34.2631,-34.265,-34.2667,-34.2683,-34.2697,-34.2709,-34.272,-34.273,-34.2739,-34.2747,-34.2755,-34.2761,-34.2767,-34.2772,-34.2777,-34.2781,-34.2785,-34.2789,-34.2792,-34.2794,-34.2797,-34.2799,-34.2801,-34.2803,-34.2805,-34.2806,-34.2807,-34.2809,-34.281,-34.2811,-34.2811,-34.2812,-34.2813,-34.2814,-34.2814,-34.2815,-34.2815,-34.2816,-34.2816,-34.2816,-34.2817,-34.2817,-34.2817,-34.2817,-34.2817,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2818,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819,-34.2819
9.81374,0.692979,13.6492,2.32751,29.5476,40,-22.2669,-24.0576,-25.4255,-26.4832,-27.3011,-27.9337,-28.4229,-28.8013,-29.0941,-29.3205,-29.4956,-29.6311,-29.736,-29.8171,-29.8798,-29.9283,-29.9659,-29.9949,-30.0174,-30.0348,-30.0482,-30.0586,-30.0667,-30.0729,-30.0777,-30.0814,-30.0843,-30.0865,-30.0883,-30.0896,-30.0906,-30.0914,-30.0921,-30.0925,-30.0929,-30.0932,-30.0934,-30.0936,-30.0937,-30.0938,-30.0939,-30.094,-30.094,-30.094,-30.0941,-30.0941,-30.0941,-30.0941,-30.0941,-30.0941,-30.0941,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942,-30.0942
1.00457,0.65801,10.6609,7.96015,-41.4096,-80,-55.1041,-59.3342,-60.5985,-60.965,-61.0703,-61.1006,-61.1093,-61.1117,-61.1125,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127,-61.1127
9.99223,0.565452,6.84754,5.99107,-64.2165,-80,-22.7231,-24.8105,-26.5138,-27.8815,-28.9844,-29.877,-30.6018,-31.1922,-31.6742,-32.0686,-32.3919,-32.6573,-32.8755,-33.0551,-33.203,-33.3249,-33.4255,-33.5085,-33.5771,-33.6337,-33.6804,-33.7191,-33.7511,-33.7775,-33.7993,-33.8174,-33.8323,-33.8447,-33.8549,-33.8634,-33.8703,-33.8761,-33.8809,-33.8849,-33.8882,-33.8909,-33.8931,-33.895,-33.8965,-33.8978,-33.8988,-33.8997,-33.9004,-33.901,-33.9015,-33.9019,-33.9022,-33.9025,-33.9028,-33.9029,-33.9031,-33.9032,-33.9033,-33.9034,-33.9035,-33.9036,-33.9036,-33.9037,-33.9037,-33.9037,-33.9037,-33.9038,-33.9038,-33.9038,-33.9038,-33.9038,-33.9038,-33.9038,-33.9038,-33.9038,-33.9038,-33.9038,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039,-33.9039
0.812667,0.945909,8.07625,3.83346,70.6244,40,-26.172,-28.8456,-30.0097,-30.5192,-30.7426,-30.8407,-30.8837,-30.9026,-30.9109,-30.9146,-30.9162,-30.9169,-30.9172,-30.9173,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174,-30.9174
1.18122,0.729793,12.6887,4.14656,16.2622,40,-25.4949,-28.2218,-29.5806,-30.2611,-30.6026,-30.7741,-30.8604,-30.9038,-30.9256,-30.9365,-30.9421,-30.9448,-30.9462,-30.9469,-30.9473,-30.9475,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476,-30.9476
29.7624,0.720056,10.9972,6.48761,-33.6396,-80,-23.3956,-26.4399,-29.4269,-32.3158,-35.1357,-37.9037,-40.6226,-43.2805,-45.8509,-48.297,-50.5784,-52.6595,-54.5164,-56.1398,-57.5342,-58.7144,-59.7016,-60.5195,-61.1922,-61.7422,-62.1898,-62.5527,-62.8462,-63.083,-63.2737,-63.4271,-63.5503,-63.6492,-63.7285,-63.7921,-63.843,-63.8838,-63.9165,-63.9427,-63.9636,-63.9804,-63.9938,-64.0045,-64.0131,-64.02,-64.0254,-64.0298,-64.0334,-64.0362,-64.0384,-64.0402,-64.0417,-64.0428,-64.0437,-64.0445,-64.0451,-64.0455,-64.0459,-64.0462,-64.0465,-64.0466,-64.0468,-64.0469,-64.047,-64.0471,-64.0472,-64.0472,-64.0473,-64.0473,-64.0473,-64.0473,-64.0473,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474,-64.0474
26.2539,0.730533,7.80038,4.40235,-0.563068,40,-21.4591,-22.9001,-24.0514,-25.041,-25.8923,-26.6249,-27.2558,-27.7992,-28.2675,-28.6713,-29.0195,-29.3198,-29.579,-29.8027,-29.9958,-30.1625,-30.3064,-30.4308,-30.5381,-30.6309,-30.7111,-30.7803,-30.8401,-30.8918,-30.9365,-30.9751,-31.0085,-31.0373,-31.0622,-31.0838,-31.1024,-31.1185,-31.1324,-31.1444,-31.1548,-31.1638,-31.1715,-31.1783,-31.1841,-31.1891,-31.1934,-31.1972,-31.2004,-31.2032,-31.2056,-31.2077,-31.2095,-31.2111,-31.2124,-31.2136,-31.2146,-31.2155,-31.2162,-31.2169,-31.2174,-31.2179,-31.2184,-31.2187,-31.219,-31.2193,-31.2195,-31.2197,-31.2199,-31.2201,-31.2202,-31.2203,-31.2204,-31.2205,-31.2206,-31.2206,-31.2207,-31.2207,-31.2208,-31.2208,-31.2208,-31.2209,-31.2209,-31.2209,-31.2209,-31.2209,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221,-31.221
32.9358,0.884082,13.9495,4.80696,5.80618,40,-21.4014,-22.7624,-23.8939,-24.887,-25.7596,-26.5268,-27.2021,-27.7967,-28.3209,-28.7831,-29.191,-29.5511,-29.8693,-30.1504,-30.399,-30.6189,-30.8135,-30.9857,-31.1382,-31.2732,-31.3928,-31.4987,-31.5926,-31.6758,-31.7496,-31.8149,-31.8729,-31.9243,-31.9699,-32.0103,-32.0461,-32.0779,-32.1061,-32.1311,-32.1533,-32.173,-32.1905,-32.206,-32.2197,-32.2319,-32.2427,-32.2524,-32.2609,-32.2684,-32.2751,-32.2811,-32.2864,-32.2911,-32.2952,-32.2989,-32.3022,-32.3051,-32.3077,-32.31,-32.312,-32.3138,-32.3154,-32.3168,-32.3181,-32.3192,-32.3202,-32.3211,-32.3218,-32.3225,-32.3231,-32.3237,-32.3242,-32.3246,-32.325,-32.3253,-32.3256,-32.3259,-32.3261,-32.3263,-32.3265,-32.3267,-32.3268,-32.327,-32.3271,-32.3272,-32.3273,-32.3274,-32.3274,-32.3275,-32.3275,-32.3276,-32.3276,-32.3277,-32.3277,-32.3277,-32.3278,-32.3278,-32.3278,-32.3278,-32.3279,-32.3279,-32.3279,-32.3279,-32.3279,-32.3279,-32.3279,-32.3279,-32.3279,-32.3279,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328,-32.328
